Materials-1,Materials-2,Electrolyte,Voltage window (V),Specific surface area (m2/g),Pore volume (cm3/g),Pore size (nm),Micropore volume (cm3/g),SSA of micropores (m2/g),Id/Ig,N (at. %),O (at. %),B (at. %),S (at. %),F (at. %),P (at. %),Capacitance (F/g),is_composite,has_material_note,mat1_enc,mat2_enc,elec_enc
graphene,none,h2so4,1.0,524.0,2.28,1.1,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0,1,32,5,9
AC,none,h2so4,1.0,1566.0,0.82,1.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0,1,3,5,9
BN-doped carbon,none,teabf4,2.5,690.0,1.53,0.7,0.137,0.0,0.0,10.8,6.9,6.9,0.0,0.0,0.0,110.0,0,1,6,5,23
BN-doped carbon,none,teabf4,2.5,814.0,1.4,0.6,0.182,0.0,0.0,11.6,10.1,9.6,0.0,0.0,0.0,94.0,0,1,6,5,23
cnt,none,teabf4,2.5,294.0,1.39,1.2,0.05,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,22.0,0,1,31,5,23
BN-doped carbon,none,teabf4,2.5,798.0,1.43,1.0,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0,1,6,5,23
graphene,none,teabf4,2.5,524.0,2.28,1.1,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1,0,1,32,5,23
AC,none,teabf4,2.5,1566.0,0.82,1.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0,1,3,5,23
NS-doped porous carbon,none,h2so4,0.9,0.0,0.0,0.0,0.0,0.0,0.93,9.01,25.0,0.0,0.35,0.0,0.0,320.0,0,1,20,5,9
NS-doped porous carbon,none,h2so4,0.9,1591.0,0.7,1.9,0.0,0.0,0.93,5.27,21.0,0.0,0.26,0.0,0.0,419.0,0,1,20,5,9
NS-doped porous carbon,none,h2so4,0.9,3047.0,1.6,2.3,0.0,0.0,0.94,2.28,10.0,0.0,0.33,0.0,0.0,352.0,0,1,20,5,9
NS-doped porous carbon,none,h2so4,0.9,3068.0,2.0,2.8,0.0,0.0,0.98,1.67,7.0,0.0,0.35,0.0,0.0,312.0,0,1,20,5,9
NS-doped porous carbon,none,h2so4,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.81,7.0,0.0,0.32,0.0,0.0,239.0,0,1,20,5,9
NS-doped porous carbon,none,koh,0.8,0.0,0.0,0.0,0.0,0.0,0.93,9.01,25.0,0.0,0.35,0.0,0.0,326.0,0,1,20,5,14
NS-doped porous carbon,none,koh,0.8,1591.0,0.7,1.9,0.0,0.0,0.93,5.27,21.0,0.0,0.26,0.0,0.0,350.0,0,1,20,5,14
NS-doped porous carbon,none,koh,0.8,3047.0,1.6,2.3,0.0,0.0,0.94,2.28,10.0,0.0,0.33,0.0,0.0,330.0,0,1,20,5,14
NS-doped porous carbon,none,koh,0.8,3068.0,2.0,2.8,0.0,0.0,0.98,1.67,7.0,0.0,0.35,0.0,0.0,255.0,0,1,20,5,14
NS-doped porous carbon,none,koh,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.81,7.0,0.0,0.32,0.0,0.0,237.0,0,1,20,5,14
carbon nanoparticle,rgo,koh,0.8,196.5,0.0,3.78,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,185.0,1,1,26,6,14
carbon nanoparticle,rgo,koh,0.8,192.7,0.0,3.78,0.0,0.0,0.98,0.89,9.39,0.0,0.0,0.0,0.0,310.8,1,1,26,6,14
carbon nanoparticle,rgo,koh,0.8,133.2,0.0,3.37,0.0,0.0,0.76,1.76,14.7,0.0,0.0,0.0,0.0,240.0,1,1,26,6,14
rgo,none,koh,0.8,102.6,0.0,3.37,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,251.7,0,0,38,5,14
porous carbon,none,koh,0.9,1128.7,0.58,1.9,0.58,0.0,0.85,0.89,9.25,0.0,0.21,0.0,0.0,198.2,0,0,36,5,14
porous carbon,none,koh,0.9,1358.2,0.74,2.8,0.65,0.0,0.87,0.08,8.11,0.0,0.16,0.0,0.0,217.2,0,0,36,5,14
porous carbon,none,koh,0.9,1829.7,1.05,2.5,0.75,0.0,0.84,0.37,6.34,0.0,0.02,0.0,0.0,238.2,0,0,36,5,14
N-doped graphene,none,koh,1.0,102.6,0.0,3.9,0.0,0.0,1.1,5.5,6.8,0.0,0.0,0.0,0.0,160.0,0,1,15,5,14
N-doped graphene,none,koh,1.0,423.2,0.0,3.9,0.0,0.0,1.1,5.9,9.6,0.0,0.0,0.0,0.0,378.0,0,1,15,5,14
N-doped graphene,none,koh,1.0,290.5,0.0,3.9,0.0,0.0,1.1,6.3,11.5,0.0,0.0,0.0,0.0,270.0,0,1,15,5,14
N-doped porous carbon,none,koh,1.0,145.4,0.09,2.4,0.0,145.4,1.16,1.49,7.33,0.0,0.0,0.0,0.0,12.0,0,1,16,5,14
N-doped porous carbon,none,koh,1.0,760.49,0.51,2.68,0.0,734.59,1.22,3.9,9.48,0.0,0.0,0.0,0.0,150.0,0,1,16,5,14
N-doped porous carbon,none,koh,1.0,584.98,1.07,7.31,0.0,370.73,1.25,0.92,7.38,0.0,0.0,0.0,0.0,148.0,0,1,16,5,14
N-doped porous carbon,none,koh,1.0,945.76,1.39,5.89,0.0,778.15,1.34,5.59,6.91,0.0,0.0,0.0,0.0,260.0,0,1,16,5,14
N-doped porous carbon,none,koh,1.0,805.58,0.68,3.38,0.0,632.54,1.51,8.34,9.24,0.0,0.0,0.0,0.0,323.0,0,1,16,5,14
N-doped porous carbon,none,koh,1.0,718.57,0.64,3.57,0.0,0.0,0.0,9.46,0.0,0.0,0.0,0.0,0.0,185.0,0,0,16,5,14
N-doped porous carbon,none,koh,1.0,1187.35,1.07,3.62,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,110.0,0,0,16,5,14
porous carbon,none,et4NBF4,4.0,1940.0,2.79,5.8,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0,0,36,5,8
porous carbon,none,koh,1.0,1096.0,0.0,0.0,0.0,0.0,1.005,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0,1,36,5,14
porous carbon,none,koh,1.0,1171.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0,1,36,5,14
porous carbon,none,koh,1.0,998.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0,1,36,5,14
AC,none,h2so4,1.0,3050.0,2.1,0.0,0.96,0.0,0.0,4.16,6.63,0.0,0.0,0.0,0.0,246.0,0,1,3,5,9
carbon,none,h2so4,1.0,3400.0,2.4,0.0,1.09,0.0,0.0,1.4,4.8,0.0,0.0,0.0,0.0,270.0,0,1,23,5,9
carbon,none,li2so4,1.6,3050.0,2.1,0.0,0.96,0.0,0.0,4.16,6.63,0.0,0.0,0.0,0.0,169.0,0,1,23,5,15
carbon,none,li2so4,1.6,3400.0,2.4,0.0,1.09,0.0,0.0,1.4,4.8,0.0,0.0,0.0,0.0,184.0,0,1,23,5,15
carbon,none,emimbf4,3.0,3050.0,2.1,0.0,0.96,0.0,0.0,4.16,6.63,0.0,0.0,0.0,0.0,138.0,0,1,23,5,4
carbon,none,emimbf4,3.0,3400.0,2.4,0.0,1.09,0.0,0.0,1.4,4.8,0.0,0.0,0.0,0.0,136.0,0,1,23,5,4
carbon,none,emimbf4,3.0,3050.0,2.1,0.0,0.96,0.0,0.0,4.16,6.63,0.0,0.0,0.0,0.0,154.0,0,1,23,5,4
carbon,none,emimbf4,3.0,3400.0,2.4,0.0,1.09,0.0,0.0,1.4,4.8,0.0,0.0,0.0,0.0,161.0,0,1,23,5,4
porous carbon,none,koh,1.0,679.0,1.63,1.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0,0,36,5,14
n-doped carbon,graphene,h2so4_pva,1.0,239.0,0.54,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1,0,33,4,10
n-doped carbon,graphene,h2so4_pva,1.0,207.0,0.38,2.1,0.0,0.0,0.0,2.0,2.6,0.0,0.0,0.0,0.0,53.0,1,0,33,4,10
n-doped carbon,none,h2so4_pva,1.0,421.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,0,33,5,10
n-doped carbon,none,h2so4_pva,1.0,521.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,33,5,10
AC,none,koh,1.0,42.7,0.03,0.0,0.03,0.0,0.0,0.5,13.8,0.0,1.0,0.0,0.0,57.2,0,0,3,5,14
AC,none,koh,1.0,1537.0,0.83,0.0,0.53,0.0,0.0,0.0,5.8,0.0,1.2,0.0,0.0,201.3,0,0,3,5,14
AC,none,koh,1.0,2359.0,1.3,0.0,0.6,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,370.1,0,0,3,5,14
AC,none,koh,1.0,2422.0,1.4,0.0,0.37,0.0,0.0,0.0,8.5,0.0,1.1,0.0,0.0,330.2,0,0,3,5,14
AC,none,koh,1.0,1422.0,0.8,0.0,0.32,0.0,0.0,0.0,5.6,0.0,0.9,0.0,0.0,220.0,0,0,3,5,14
AC,none,h2so4,1.0,1537.0,0.83,0.0,0.53,0.0,0.0,0.0,5.8,0.0,1.2,0.0,0.0,218.3,0,0,3,5,9
AC,none,h2so4,1.0,2359.0,1.3,0.0,0.6,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,294.2,0,0,3,5,9
AC,none,h2so4,1.0,2422.0,1.4,0.0,0.37,0.0,0.0,0.0,8.5,0.0,1.1,0.0,0.0,314.0,0,0,3,5,9
AC,none,h2so4,1.0,1422.0,0.8,0.0,0.32,0.0,0.0,0.0,5.6,0.0,0.9,0.0,0.0,169.4,0,0,3,5,9
N-doped AC,none,koh,1.0,443.106,0.238,2.145,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0,0,12,5,14
N-doped AC,none,koh,1.0,1844.401,0.988,2.144,0.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0,0,12,5,14
N-doped AC,none,koh,1.0,1204.138,0.514,3.021,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0,0,12,5,14
N-doped AC,none,koh,1.0,2216.755,1.443,2.605,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0,0,12,5,14
N-doped AC,none,koh,1.0,2324.359,1.215,2.092,0.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0,0,12,5,14
porous carbon,none,h2so4,0.8,241.0,0.35,3.13,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0,0,36,5,9
porous carbon,none,h2so4,0.8,253.0,0.27,4.04,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0,0,36,5,9
porous carbon,none,h2so4,0.8,264.0,0.54,4.88,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0,0,36,5,9
porous carbon,none,h2so4,0.8,1339.0,0.76,2.27,0.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0,0,36,5,9
porous carbon,none,h2so4,0.8,2076.0,1.2,2.22,0.0,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,0,0,36,5,9
porous carbon,none,h2so4,0.8,1652.0,0.92,2.23,0.0,721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0,0,36,5,9
N-doped porous carbon,none,koh,1.0,1264.0,0.56,0.8,0.4,0.0,1.01,9.2,15.5,0.0,0.0,0.0,0.0,236.0,0,0,16,5,14
N-doped porous carbon,none,koh,1.0,1803.0,0.8,1.1,0.57,0.0,0.98,6.5,15.8,0.0,0.0,0.0,0.0,285.0,0,0,16,5,14
N-doped porous carbon,none,koh,1.0,2695.0,1.2,1.1,0.61,0.0,1.02,3.4,17.5,0.0,0.0,0.0,0.0,263.0,0,0,16,5,14
N-doped porous carbon,none,koh,1.0,1438.0,0.82,0.9,0.44,0.0,0.91,0.6,11.9,0.0,0.0,0.0,0.0,248.0,0,0,16,5,14
AC,cnt,emimbf4,4.0,1921.7,1.47,3.06,0.394,814.6,1.905,0.93,6.4,0.0,0.0,0.0,0.0,307.9,1,0,3,2,4
AC,cnt,emimbf4,4.0,2855.7,1.58,2.21,0.232,630.9,1.74,0.51,5.07,0.0,0.0,0.0,0.0,344.1,1,0,3,2,4
porous carbon,none,koh,1.0,1290.0,0.59,0.0,0.55,0.0,0.88,0.6,3.3,0.0,0.0,0.0,0.0,289.0,0,0,36,5,14
porous carbon,none,koh,1.0,1355.0,0.62,0.0,0.56,0.0,0.9,0.7,4.4,0.0,0.0,0.0,0.0,354.0,0,0,36,5,14
porous carbon,none,koh,1.0,1660.0,0.78,0.0,0.66,0.0,0.94,0.7,4.7,0.0,0.0,0.0,0.0,420.0,0,0,36,5,14
porous carbon,none,emitfsi,2.5,1290.0,0.59,0.0,0.55,0.0,0.88,0.6,3.3,0.0,0.0,0.0,0.0,130.0,0,0,36,5,6
porous carbon,none,emitfsi,2.5,1355.0,0.62,0.0,0.56,0.0,0.9,0.7,4.4,0.0,0.0,0.0,0.0,152.0,0,0,36,5,6
porous carbon,none,emitfsi,2.5,1660.0,0.78,0.0,0.66,0.0,0.94,0.7,4.7,0.0,0.0,0.0,0.0,218.0,0,0,36,5,6
N-doped porous carbon,none,h2so4,1.0,1009.0,0.52,2.0,0.0,0.0,0.96,7.18,6.57,0.0,0.0,0.0,0.0,277.0,0,1,16,5,9
N-doped porous carbon,none,h2so4,1.0,1245.0,0.67,2.1,0.0,0.0,1.02,5.72,6.05,0.0,0.0,0.0,0.0,292.0,0,1,16,5,9
N-doped porous carbon,none,h2so4,1.0,1638.0,0.89,2.2,0.0,0.0,1.45,4.36,5.29,0.0,0.0,0.0,0.0,302.0,0,1,16,5,9
porous carbon,none,emitfsi,3.4,1089.0,0.48,0.0,0.0,0.0,2.21,0.0,7.0,0.0,1.0,0.0,0.0,135.0,0,0,36,5,6
porous carbon,none,emitfsi,3.4,1230.0,0.51,0.0,0.0,0.0,2.38,0.0,8.0,0.0,1.0,0.0,0.0,125.0,0,0,36,5,6
porous carbon,none,emitfsi,3.4,1263.0,0.54,0.0,0.0,0.0,1.97,0.0,8.0,0.0,0.0,0.0,0.0,125.0,0,0,36,5,6
porous carbon,none,emitfsi,3.4,1886.0,0.86,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,231.0,0,0,36,5,6
porous carbon,none,cscl,1.2,742.0,0.48,0.0,0.19,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0,0,36,5,2
porous carbon,none,cscl,1.2,991.0,0.59,0.0,0.29,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0,0,36,5,2
CNT,none,h2so4,0.9,282.0,1.28,18.15,0.01,17.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,85.8,0,1,9,5,9
N-doped porous carbon,none,h2so4,0.9,999.7,0.79,3.17,0.27,660.8,1.72,10.193,4.335,0.0,0.0,0.0,0.0,166.7,0,1,16,5,9
N-doped porous carbon,cnt,h2so4,0.9,898.6,0.57,2.53,0.31,662.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.7,1,1,16,2,9
N-doped porous carbon,cnt,h2so4,0.9,642.5,0.53,2.22,0.21,548.8,1.53,10.969,4.735,0.0,0.0,0.0,0.0,192.1,1,1,16,2,9
N-doped porous carbon,cnt,h2so4,0.9,884.6,0.57,2.57,0.29,748.9,1.53,10.081,3.52,0.0,0.0,0.0,0.0,222.6,1,1,16,2,9
N-doped porous carbon,cnt,h2so4,0.9,928.2,0.64,2.74,0.28,691.8,1.53,10.454,2.492,0.0,0.0,0.0,0.0,293.4,1,1,16,2,9
porous carbon,none,koh,1.0,1325.0,0.884,1.33,0.537,0.0,1.02,1.17,8.1,0.0,0.0,0.0,0.0,159.0,0,1,36,5,14
porous carbon,none,koh,1.0,1417.0,1.56,2.22,0.598,0.0,1.01,1.99,10.13,0.0,0.0,0.0,0.0,190.0,0,1,36,5,14
porous carbon,none,koh,1.0,1684.0,1.57,1.86,0.705,0.0,1.008,1.15,4.43,0.0,0.0,0.0,0.0,224.0,0,1,36,5,14
porous carbon,cnt,koh,1.0,330.2,0.44,3.0,0.0,0.0,0.0,0.0,6.47,0.0,0.0,0.0,0.0,177.4,1,1,36,2,14
porous carbon,cnt,koh,1.0,449.3,0.53,3.39,0.0,0.0,0.0,0.0,5.42,0.0,0.0,0.0,0.0,249.4,1,1,36,2,14
porous carbon,cnt,koh,1.0,524.9,0.56,3.75,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,0.0,356.1,1,1,36,2,14
porous carbon,cnt,koh,1.0,620.1,0.63,3.94,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,381.2,1,1,36,2,14
porous carbon,cnt,koh,1.0,569.3,0.61,3.73,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,323.7,1,1,36,2,14
porous carbon,none,koh,1.0,681.3,0.51,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.8,0,1,36,5,14
N-doped porous carbon,cnt,h2so4,1.0,4.7,0.026,27.2,0.002,0.0,3.91,17.2,3.6,0.0,0.0,0.0,0.0,10.0,1,1,16,2,9
N-doped porous carbon,cnt,h2so4,1.0,187.5,0.17,3.08,0.067,0.0,3.32,9.2,2.4,0.0,0.0,0.0,0.0,75.6,1,1,16,2,9
N-doped porous carbon,cnt,h2so4,1.0,551.2,0.317,2.93,0.217,0.0,3.36,3.1,3.2,0.0,0.0,0.0,0.0,184.0,1,1,16,2,9
N-doped porous carbon,cnt,h2so4,1.0,8.5,0.011,16.4,0.005,0.0,2.69,15.8,3.2,0.0,0.0,0.0,0.0,58.0,1,1,16,2,9
N-doped porous carbon,cnt,h2so4,1.0,613.8,0.366,3.09,0.237,0.0,2.38,9.0,6.3,0.0,0.0,0.0,0.0,216.0,1,1,16,2,9
porous carbon,none,koh,1.0,1435.0,0.87,0.0,0.42,852.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0,1,36,5,14
AC,none,koh,1.0,1282.0,0.58,0.0,0.48,1192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0,0,3,5,14
porous carbon,none,koh,1.0,2385.0,1.36,3.53,0.0,1173.0,0.8,0.0,8.3,0.0,0.0,0.0,0.0,294.0,0,1,36,5,14
porous carbon,none,koh,1.0,2795.0,1.58,3.39,0.0,1140.0,0.84,0.95,7.1,0.0,0.0,0.0,0.0,360.0,0,1,36,5,14
porous carbon,none,koh,1.0,3003.0,1.62,2.56,0.0,1278.0,0.86,1.7,5.79,0.0,0.0,0.0,0.0,390.0,0,1,36,5,14
porous carbon,none,h2so4,1.0,1467.5,0.0,0.7,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,243.7,0,0,36,5,9
porous carbon,none,emimbf4,3.0,1467.5,0.0,0.7,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0,0,36,5,4
N-doped porous carbon,graphene,koh,1.0,498.5,0.941,1.1,0.127,0.0,0.71,4.11,15.93,0.0,0.0,0.0,0.0,238.0,1,0,16,4,14
N-doped porous carbon,none,koh,1.0,665.0,0.626,1.2,0.23,0.0,1.01,5.82,11.88,0.0,0.0,0.0,0.0,175.0,0,0,16,5,14
porous carbon,none,h2so4,1.0,847.9,0.44,5.181,0.371,0.0,0.92,1.45,25.07,0.0,0.0,0.0,0.0,220.0,0,1,36,5,9
porous carbon,none,h2so4,1.0,891.8,0.613,4.017,0.366,0.0,0.8,0.96,18.74,0.0,0.0,0.0,0.0,272.0,0,1,36,5,9
porous carbon,none,h2so4,1.0,878.2,0.537,3.981,0.37,0.0,0.78,1.02,15.88,0.0,0.0,0.0,0.0,250.0,0,1,36,5,9
porous carbon,none,h2so4,1.0,1776.9,0.993,4.441,0.763,0.0,0.92,2.65,16.34,0.0,0.0,0.0,0.0,306.5,0,1,36,5,9
porous carbon,none,koh,0.8,143.5,1.036,0.0,0.024,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.0,142.3,0,0,36,5,14
porous carbon,none,koh,0.8,2905.6,4.337,0.62,0.93,0.0,0.94,1.95,8.6,0.0,0.0,0.0,0.0,374.7,0,0,36,5,14
porous carbon,none,koh,1.0,1536.0,1.23,0.0,0.39,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0,1,36,5,14
porous carbon,none,koh,1.0,779.0,0.57,0.0,0.28,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0,1,36,5,14
porous carbon,none,koh,1.0,1021.0,1.62,0.5,0.16,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0,1,36,5,14
porous carbon,none,koh,1.0,1080.0,0.8,0.0,0.42,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0,1,36,5,14
porous carbon,none,teabf4_an,2.5,1021.0,1.62,0.5,0.16,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0,1,36,5,24
N-doped porous carbon,none,koh,1.0,1280.0,1.82,0.71,1.64,0.0,0.0,6.07,0.0,0.0,0.0,0.0,0.0,550.0,0,1,16,5,14
N-doped porous carbon,none,koh,1.0,790.0,1.82,0.93,1.31,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,380.0,0,1,16,5,14
N-doped porous carbon,none,koh,1.0,910.0,2.24,0.94,1.98,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,300.0,0,1,16,5,14
N-doped porous carbon,none,nacl,1.0,910.0,3.49,0.0,0.13,269.0,1.01,3.1,0.0,0.0,0.0,0.0,0.0,204.0,0,0,16,5,20
N-doped porous carbon,none,nacl,1.0,534.0,2.5,0.0,0.15,349.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0,0,16,5,20
N-doped carbon nanobelt,none,koh,1.0,358.6,0.246,0.0,0.051,0.0,1.1,15.9,1.6,0.0,0.0,0.0,0.0,449.0,0,0,14,5,14
N-doped carbon nanobelt,none,koh,1.0,392.9,0.253,0.0,0.057,0.0,1.1,16.8,2.3,0.0,0.0,0.0,0.0,476.0,0,0,14,5,14
N-doped carbon nanobelt,none,koh,1.0,446.3,0.283,0.0,0.076,0.0,1.04,8.0,6.4,0.0,0.0,0.0,0.0,385.0,0,0,14,5,14
N-doped porous carbon,none,h2so4,0.8,722.0,0.493,2.73,0.0,0.0,0.0,2.8,7.0,0.0,0.0,0.0,0.0,175.0,0,0,16,5,9
N-doped porous carbon,none,h2so4,0.8,1600.0,0.862,2.16,0.0,0.0,0.0,2.6,11.0,0.0,0.0,0.0,0.0,270.0,0,0,16,5,9
AC,none,koh,1.0,1098.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,3,5,14
N-doped carbon,rgo,koh,1.0,1349.0,0.9,2.6,0.6,1216.0,0.91,9.0,8.5,0.0,0.0,0.0,0.0,190.0,1,0,13,6,14
N-doped carbon,rgo,koh,1.0,2502.0,1.7,2.7,1.1,2189.0,0.94,6.3,9.2,0.0,0.0,0.0,0.0,341.0,1,0,13,6,14
N-doped carbon,none,koh,1.0,2360.0,1.3,2.2,1.1,2237.0,0.88,8.5,8.0,0.0,0.0,0.0,0.0,260.0,0,0,13,5,14
rgo,none,koh,1.0,505.0,1.0,15.8,0.1,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,150.0,0,0,38,5,14
carbon,none,koh,1.0,719.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0,1,23,5,14
carbon,none,koh,1.0,239.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0,1,23,5,14
carbon,none,koh,1.0,552.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0,1,23,5,14
carbon,none,koh,1.0,467.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0,1,23,5,14
carbon,none,koh,1.0,764.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,241.0,0,1,23,5,14
carbon,none,koh,1.0,493.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0,1,23,5,14
porous carbon,none,koh,1.0,951.7,0.46,1.48,0.38,822.7,1.64,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0,0,36,5,14
porous carbon,none,koh,1.0,1379.4,0.69,1.48,0.49,1062.1,1.91,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0,0,36,5,14
porous carbon,none,koh,1.0,1636.2,0.74,1.48,0.58,1218.1,1.92,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0,0,36,5,14
porous carbon,none,koh,1.0,1748.2,0.83,1.59,0.58,1286.6,1.93,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0,0,36,5,14
porous carbon,none,koh,1.0,2006.9,0.92,1.36,0.49,1104.7,1.95,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0,0,36,5,14
porous carbon,none,koh,1.0,2178.2,1.01,1.59,0.43,1004.5,1.97,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0,0,36,5,14
AC,rgo,koh,0.8,2582.0,0.0,0.48,0.0,0.0,1.0,1.27,8.66,0.0,0.0,0.0,0.0,227.0,1,1,3,6,14
AC,rgo,teabf4_an,3.5,2582.0,0.0,0.48,0.0,0.0,1.0,1.27,8.66,0.0,0.0,0.0,0.0,188.0,1,1,3,6,24
N-doped graphene,none,koh,1.0,190.38,0.88,4.01,0.0,0.0,1.0,3.2,11.3,0.0,0.0,0.0,0.0,290.0,0,0,15,5,14
N-doped graphene,none,koh,1.0,171.56,0.68,3.95,0.0,0.0,0.5,2.9,6.4,0.0,0.0,0.0,0.0,270.0,0,0,15,5,14
CNT,none,koh,0.8,150.0,0.417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0,9,5,14
CNT,none,koh,0.0,223.0,0.422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,0,9,5,14
CNT,none,koh,0.0,251.0,0.486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0,0,9,5,14
CNT,none,koh,0.0,296.0,0.805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,9,5,14
N-doped porous carbon,none,h2so4,0.8,2359.0,2.23,2.7,0.0,0.0,0.0,1.9,11.9,0.0,0.0,0.0,0.0,240.0,0,1,16,5,9
N-doped porous carbon,none,h2so4,0.8,1061.0,2.04,4.2,0.0,0.0,0.0,1.9,17.5,0.0,0.0,0.0,0.0,169.0,0,1,16,5,9
B-doped carbon,none,h2so4,1.0,1460.0,1.7678,0.0,0.428,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0,1,4,5,9
N-doped porous carbon,none,koh,1.0,1415.0,1.4,3.96,0.0,1040.0,0.88,3.47,12.7,0.0,0.0,0.0,0.0,289.0,0,0,16,5,14
N-doped porous carbon,none,koh,1.0,170.0,0.2,8.37,0.0,108.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0,0,16,5,14
